121413,-157.28,21.1995,0.474678874
121414,-157.2795,21.1995,0.413842559
121415,-157.2785,21.1995,0.367809862
121416,-157.278,21.1995,0.326519668
121417,-157.2775,21.1995,0.353095233
121418,-157.2765,21.1995,0.362192154
121419,-157.276,21.1995,0.300745457
121420,-157.2755,21.1995,0.364625633
121421,-157.275,21.1995,0.497852474
121422,-157.2745,21.1995,0.409009635
121423,-157.274,21.1995,0.316035002
121424,-157.2735,21.1995,0.337968707
121425,-157.268,21.1995,0.371486485
121426,-157.2675,21.1995,0.368549824
121427,-157.267,21.1995,0.276933998
121428,-157.266,21.1995,0.336115241
121429,-157.2655,21.1995,0.278376728
121527,-157.28,21.199,0.468048126
121528,-157.2795,21.199,0.447736055
121529,-157.2785,21.199,0.257249027
121530,-157.278,21.199,0.326450765
121531,-157.2775,21.199,0.33265546
121532,-157.2765,21.199,0.351348221
121533,-157.276,21.199,0.325998813
121534,-157.2755,21.199,0.47204268
121535,-157.275,21.199,0.583733559
121536,-157.2745,21.199,0.540694237
121537,-157.274,21.199,0.285235971
121538,-157.273,21.199,0.281485736
121539,-157.272,21.199,0.289213479
121540,-157.2685,21.199,0.351799786
121541,-157.268,21.199,0.31030941
121542,-157.2675,21.199,0.461982876
121543,-157.267,21.199,0.258002311
121544,-157.266,21.199,0.333903551
121545,-157.2655,21.199,0.271793246
121647,-157.2795,21.1985,0.342237979
121648,-157.278,21.1985,0.476050436
121649,-157.2775,21.1985,0.31203261
121650,-157.276,21.1985,0.280889869
121651,-157.2755,21.1985,0.427618444
121652,-157.275,21.1985,0.482000351
121653,-157.274,21.1985,0.254485488
121654,-157.2735,21.1985,0.296118021
121655,-157.273,21.1985,0.464488506
121656,-157.272,21.1985,0.29810667
121657,-157.2695,21.1985,0.299776137
121658,-157.269,21.1985,0.250239044
121659,-157.2675,21.1985,0.447914809
121660,-157.267,21.1985,0.373472571
121661,-157.2665,21.1985,0.369758815
121662,-157.266,21.1985,0.462857813
121663,-157.2655,21.1985,0.292186022
121768,-157.2795,21.198,0.446198732
121769,-157.279,21.198,0.424044758
121770,-157.277,21.198,0.253949374
121771,-157.276,21.198,0.42917642
121772,-157.2755,21.198,0.521551907
121773,-157.275,21.198,0.403476596
121774,-157.2745,21.198,0.381797343
